Reaction,EC number,Gibbs-0,KEGG,Reaction-Direction
GLUTAMINE-N-ACYLTRANSFERASE-RXN,EC-2.3.1.68,242.51465,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00577'>R00577</a>,
RXN-16292,EC-6.3.2.47,-9.805847,,LEFT-TO-RIGHT
RXN-10108,,18.748756,,LEFT-TO-RIGHT
2.7.1.150-RXN,EC-2.7.1.150,-8.289551,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05802'>R05802</a>,LEFT-TO-RIGHT
RXN-14030,,-62.850235,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08488'>R08488</a>,LEFT-TO-RIGHT
2.3.1.106-RXN,EC-2.3.1.106,-3.6100464,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03965'>R03965</a>,
RXN-904,EC-2.3.1.M17,-5.249878,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05587'>R05587</a>,LEFT-TO-RIGHT
1.13.11.45-RXN,EC-1.13.11.45,-65.159996,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05718'>R05718</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13376,EC-2.4.1,6.8977356,,LEFT-TO-RIGHT
RXN-17571,EC-1.1.1.M22,,,REVERSIBLE
RXN-1725,EC-1.14.19.43,-77.122345,,PHYSIOL-LEFT-TO-RIGHT
RXN-8294,EC-1.14.19.23,-77.12219,,PHYSIOL-LEFT-TO-RIGHT
RXN-16086,EC-1.14.11,,,PHYSIOL-LEFT-TO-RIGHT
RXN-14863,EC-3.1.1.95,1.0870361,,PHYSIOL-LEFT-TO-RIGHT
RXN-11948,EC-1.14.13,-116.52292,,PHYSIOL-LEFT-TO-RIGHT
RXN-16804,,-2.079956,,REVERSIBLE
ADENOSINE-NUCLEOSIDASE-RXN,EC-3.2.2.7,-4.19302,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01245'>R01245</a>,PHYSIOL-LEFT-TO-RIGHT
2PGADEHYDRAT-RXN,EC-4.2.1.11,-0.18701172,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00658'>R00658</a>,REVERSIBLE
MALIC-NADP-RXN,EC-1.1.1.40,-1.5682373,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00216'>R00216</a>,LEFT-TO-RIGHT
DIHYDROURACIL-OXIDASE-RXN,EC-1.3.3.7,-35.92,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00975'>R00975</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-8023,,,,LEFT-TO-RIGHT
RXN-9176,,-25.834198,,LEFT-TO-RIGHT
RXN-9510,EC-1.5.1.42,-39.429535,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05705'>R05705</a>,RIGHT-TO-LEFT
2.3.1.164-RXN,EC-2.3.1.164,-32.337128,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04868'>R04868</a>,
RXN-16551,EC-1.2.1.84,6.6828613,,LEFT-TO-RIGHT
RXN-17674,EC-1.14.11.M6,,,
RXN-12433,EC-3.1.1,,,PHYSIOL-LEFT-TO-RIGHT
TETRAACYLDISACC4KIN-RXN,EC-2.7.1.130,-17.31247,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04657'>R04657</a>,LEFT-TO-RIGHT
RXN-10943,EC-3.1.3.62,19.699463,,PHYSIOL-LEFT-TO-RIGHT
MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN,EC-2.1.1.40,-4.3599854,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01188'>R01188</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15187,EC-3.5.1,-1.1171308,,LEFT-TO-RIGHT
RXN-8731,EC-3.2.1.140,-3.1129456,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05166'>R05166</a>,PHYSIOL-LEFT-TO-RIGHT
COBALAMINSYN-RXN,EC-2.7.8.26,40.789825,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05223'>R05223</a>,REVERSIBLE
RXN-12933,EC-2.4.1.328,6.89769,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05530'>R05530</a>,REVERSIBLE
RXN-11626,EC-2.7.4,-95.77588,,LEFT-TO-RIGHT
RXNQT-4322,EC-4.4.1,-18.747124,,
RXN-9713,,-59.929806,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06825'>R06825</a>,
3.2.2.23-RXN,EC-3.2.2.23,88.01489,,PHYSIOL-LEFT-TO-RIGHT
HISTPRATPHYD-RXN,EC-3.6.1.31,-124.32709,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04035'>R04035</a>,LEFT-TO-RIGHT
RXN-8520,EC-1.14.13,-90.460526,,PHYSIOL-LEFT-TO-RIGHT
RXN-12598,EC-1.14.13,-115.89877,,PHYSIOL-LEFT-TO-RIGHT
RXN-4121,EC-1.13.11,-65.15999,,PHYSIOL-LEFT-TO-RIGHT
RXN-13841,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
R181-RXN,EC-3.7.1.19,-8.0130005,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07515'>R07515</a>,LEFT-TO-RIGHT
RXN-15631,,-10.757019,,LEFT-TO-RIGHT
RXN-14477,EC-3.1.1,-2.7671356,,PHYSIOL-LEFT-TO-RIGHT
RXN-11390,EC-1.5.1.46,17.72351,,RIGHT-TO-LEFT
RXN-15303,EC-1.14.13.189,-109.12952,,PHYSIOL-LEFT-TO-RIGHT
PROTEIN-LYSINE-6-OXIDASE-RXN,EC-1.4.3.13,17.121479,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04239'>R04239</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12116,EC-3.1.4.54,-5.8623962,,PHYSIOL-LEFT-TO-RIGHT
RXN-13072,EC-3.5.1.111,-6.6612244,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00269'>R00269</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17305,EC-1.1.1.M11,,,PHYSIOL-RIGHT-TO-LEFT
RXN-14261,EC-2.4.1.25,-6.1035156E-005,,PHYSIOL-RIGHT-TO-LEFT
RXN-4730,EC-2.4.1,4.5176086,,LEFT-TO-RIGHT
RXN0-2441,EC-2.1.1.144,-3.4576569,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05763'>R05763</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14902,EC-2.4.1,4.7976685,,
1.7.1.12-RXN,EC-1.7.1.12,-12.522369,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04047'>R04047</a>,
RXN-15757,EC-5.4.99,-96.48001,,LEFT-TO-RIGHT
RXN-719,EC-1.14.99,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07470'>R07470</a>,PHYSIOL-LEFT-TO-RIGHT
3-OXOACID-COA-TRANSFERASE-RXN,EC-2.8.3.5,-318.5724,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01780'>R01780</a>,
RXN-17061,,-12.4030075,,LEFT-TO-RIGHT
4.2.1.41-RXN,EC-4.2.1.41,-11.008774,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02279'>R02279</a>,LEFT-TO-RIGHT
RXN-10246,EC-4.1.1,-3.341751,,LEFT-TO-RIGHT
RXN-9210,EC-2.3.1,-5.289978,,LEFT-TO-RIGHT
GERANOYL-COA-CARBOXYLASE-RXN,EC-6.4.1.5,-4.3724365,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03494'>R03494</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-5116,EC-2.7.1.16,-14.815857,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02439'>R02439</a>,LEFT-TO-RIGHT
RXN1F-143,EC-1.14.11,-130.35,,PHYSIOL-LEFT-TO-RIGHT
RXN-17717,|EC-1.3.1.ag|,,,PHYSIOL-RIGHT-TO-LEFT
2.5.1.5-RXN,EC-2.5.1.5,,,LEFT-TO-RIGHT
RXN-7621,EC-1.14.11,-100.41052,,PHYSIOL-LEFT-TO-RIGHT
RXN-13417,,-14.284027,,LEFT-TO-RIGHT
RXN-8974,EC-1.1.1.298,3.833496,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09289'>R09289</a>,PHYSIOL-RIGHT-TO-LEFT
RXN-10632,EC-4.2.3.43,-82.259995,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09123'>R09123</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16123,EC-1.14.13,-93.92053,,PHYSIOL-LEFT-TO-RIGHT
RXN-17519,EC-1.3.99,,,LEFT-TO-RIGHT
APIOSE-1-REDUCTASE-RXN,EC-1.1.1.114,2.5417786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03577'>R03577</a>,
RXN-13877,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
RXN-9752,EC-2.4.1,-9.382385,,LEFT-TO-RIGHT
RXN-11890,EC-2.4.1.255,-126.627014,,
RXN3O-75,EC-1.14.99,,,PHYSIOL-LEFT-TO-RIGHT
ALANINE-AMINOTRANSFERASE-RXN,EC-2.6.1.2,1.8641052,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00258'>R00258</a>,REVERSIBLE
RXN-12650,,-101.17752,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09813'>R09813</a>,PHYSIOL-LEFT-TO-RIGHT
LINBBSPON-RXN,,-2.5682383,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05484'>R05484</a>,LEFT-TO-RIGHT
RXN-13524,EC-1.14.99,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8074,EC-5.2.1,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06949'>R06949</a>,LEFT-TO-RIGHT
R244-RXN,,-0.46826172,,LEFT-TO-RIGHT
RXN-9453,,-2.6071167,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05677'>R05677</a>,LEFT-TO-RIGHT
RXN-11084,EC-1.11.2,8.246995,,RIGHT-TO-LEFT
RXN-15343,EC-2.7.1,-18.49585,,
RXN-14710,,-136.05246,,PHYSIOL-LEFT-TO-RIGHT
RXN-16235,EC-1.11.2,68.11699,,LEFT-TO-RIGHT
RXN-10980,,-22.537659,,LEFT-TO-RIGHT
RXN-13111,EC-1.14.13.178,-86.867676,,PHYSIOL-LEFT-TO-RIGHT
RXN-12358,EC-3.6.1,7.2170105,,LEFT-TO-RIGHT
RXN-13973,EC-2.4.99.20,-1.8724365,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00119'>R00119</a>,
CYCLOHEXANONE-MONOOXYGENASE-RXN,EC-1.14.13.22,-93.320526,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02231'>R02231</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-4981,EC-2.1.1.153,-2.905861,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06824'>R06824</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15127,EC-3.5.99.10,30.126984,,PHYSIOL-LEFT-TO-RIGHT
1.1.1.283-RXN,EC-1.1.1.283,2.293518,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07139'>R07139</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02260'>R02260</a>",RIGHT-TO-LEFT
RXNQT-4358,,51.036114,,LEFT-TO-RIGHT
RXN-15796,,565.6174,,PHYSIOL-LEFT-TO-RIGHT
3.2.1.43-RXN,EC-3.2.1.43,99.598206,,PHYSIOL-LEFT-TO-RIGHT
RXN-8226,,-114.27848,,PHYSIOL-LEFT-TO-RIGHT
RXN-8556,EC-4.2.3.87,-38.669983,,PHYSIOL-LEFT-TO-RIGHT
4.2.3.26-RXN,EC-4.2.3.26,-7.072998,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07632'>R07632</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-3443,EC-1.2.1.3,-15.283508,,LEFT-TO-RIGHT
RXN-16745,EC-2.8.3.23,6.1035156E-005,,
RXN-11424,,-25.09,,LEFT-TO-RIGHT
RXN0-5210,EC-2.4.1,6.897583,,PHYSIOL-LEFT-TO-RIGHT
RXN-15576,EC-3.5.99,20.482895,,LEFT-TO-RIGHT
DEOXYGUANOSINE-KINASE-RXN,EC-2.7.1.74 // EC-2.7.1.113 // EC-2.7.1.145,-14.815857,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01967'>R01967</a>,LEFT-TO-RIGHT
RXN-7669,EC-2.4.1.18,-5093.7803,,LEFT-TO-RIGHT
PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN,EC-2.3.1.145,15.598999,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03994'>R03994</a>,LEFT-TO-RIGHT
SUCCGLUDESUCC-RXN,EC-3.5.1.96,-1.254776,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00411'>R00411</a>,LEFT-TO-RIGHT
RXN-14297,EC-3.5.99,3.71698,,LEFT-TO-RIGHT
RXN-10681,,-18.625885,,LEFT-TO-RIGHT
3.5.2.17-RXN,EC-3.5.2.17,-10.227142,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06601'>R06601</a>,LEFT-TO-RIGHT
RXN-8675,,7.492996,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07238'>R07238</a>,PHYSIOL-LEFT-TO-RIGHT
2-ALKYN-1-OL-DEHYDROGENASE-RXN,EC-1.1.1.165,2.5417786,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03963'>R03963</a>,
ARYLAMINE-N-ACETYLTRANSFERASE-RXN,EC-2.3.1.5,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02387'>R02387</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-1401,EC-2.7.4.23,-2.0340576,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06836'>R06836</a>,LEFT-TO-RIGHT
RXN-11544,,-36.46224,,LEFT-TO-RIGHT
RXN-17097,EC-4.2.1.162,-8.166977,,LEFT-TO-RIGHT
RXN66-147,,5.65,,LEFT-TO-RIGHT
RXN-6723,EC-2.1.1.274,-4.705902,,PHYSIOL-LEFT-TO-RIGHT
GSPSYN-RXN,EC-6.3.1.9 // EC-6.3.1.8,-5.2634583,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01917'>R01917</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14748,EC-1.14.13,-91.90051,,PHYSIOL-LEFT-TO-RIGHT
RXN-13565,,-275.00742,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00111'>R00111</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12877,,12.11,,REVERSIBLE
GLUCURONOKINASE-RXN,EC-2.7.1.43,-16.064148,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01476'>R01476</a>,LEFT-TO-RIGHT
RXN-11129,EC-1.14.13,-81.93338,,PHYSIOL-LEFT-TO-RIGHT
RXN-10092,,-97.4818,,PHYSIOL-LEFT-TO-RIGHT
RXN-14425,EC-1.1.1.234,3.1765137,,RIGHT-TO-LEFT
2.6.1.7-RXN,EC-2.6.1.7,1.3241196,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01956'>R01956</a>,REVERSIBLE
RXN-16270,EC-1.13.12.22,-68.25898,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09327'>R09327</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12052,,,,LEFT-TO-RIGHT
RXN-9018,EC-2.1.1,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
RXN-14014,EC-1.17.1.8,13.660522,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04199'>R04199</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04198'>R04198</a>",RIGHT-TO-LEFT
RXN-13341,EC-1.14.13.217,-91.90051,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.86-RXN,EC-2.1.1.86,-6.41,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04347'>R04347</a>,REVERSIBLE
RXN-17555,|EC-4.1.1.n|,,,REVERSIBLE
1.10.1.1-RXN,EC-1.10.1.1,-29.65747,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04059'>R04059</a>,
RXN-17230,EC-1.1.1.M10,12.063522,,PHYSIOL-RIGHT-TO-LEFT
RXN-11929,EC-1.1.1,1.6264496,,LEFT-TO-RIGHT
RXN-8275,,,,LEFT-TO-RIGHT
RXN-16070,EC-1.14.19.36,-56.580017,,PHYSIOL-LEFT-TO-RIGHT
ACYL-COA-HYDROLASE-RXN,EC-3.1.2.20,312.0276,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00383'>R00383</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14848,,2.319992,,REVERSIBLE
LYSOLECITHIN-ACYLMUTASE-RXN,EC-5.4.1.1,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03334'>R03334</a>,
RXN-16785,,-102.18756,,PHYSIOL-LEFT-TO-RIGHT
RXN-8006,EC-2.4.1,8.351685,,LEFT-TO-RIGHT
2.8.3.13-RXN,EC-2.8.3.13,-2.040039,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02084'>R02084</a>,
RXN-9492,,-99.320496,,PHYSIOL-LEFT-TO-RIGHT
DIGLUCOACETYL-DOCOSANOATE-ACETYL-RXN,EC-2.3.1,-3.6100464,,
RXN-16534,EC-2.1.1,-4.360031,,LEFT-TO-RIGHT
RXN-9160,EC-5.1.3.10,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04266'>R04266</a>,LEFT-TO-RIGHT
RXN-12415,EC-2.4.2.39,-150.5426,,LEFT-TO-RIGHT
2.3.1.147-RXN,EC-2.3.1.147,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04720'>R04720</a>,
RXN-10923,,,,LEFT-TO-RIGHT
RXN-17655,,,,
TAURINE-DEHYDROGENASE-RXN,EC-1.4.99.2,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07167'>R07167</a>,
CINNAMOYL-COA-REDUCTASE-RXN,EC-1.2.1.44,-7.9764404,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02506'>R02506</a>,
MONOTERPENOL-O-ACETYLTRANSFERASE-RXN,EC-2.3.1.69,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03017'>R03017</a>,
3.2.1.87-RXN,EC-3.2.1.87,-278.37134,,PHYSIOL-LEFT-TO-RIGHT
RXN-8714,EC-2.3.1.110,-5.2900085,,LEFT-TO-RIGHT
RXNQT-4193,EC-2.3.1.75,325.0658,,LEFT-TO-RIGHT
RXN-9684,EC-4.2.1.124,70.87311,,
RXN-3761,EC-1.14.13.52,-104.01953,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07776'>R07776</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11607,,-18.323547,,LEFT-TO-RIGHT
RXN-8504,,3.7129974,,LEFT-TO-RIGHT
RXN-12575,EC-3.1.1.1,295.09537,,PHYSIOL-LEFT-TO-RIGHT
RXN-15614,|EC-1.3.8.o|,-57.94673,,
HEPARITIN-SULFOTRANSFERASE-RXN,EC-2.8.2.8,8.147949,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02122'>R02122</a>,LEFT-TO-RIGHT
RXN-13817,EC-1,,,PHYSIOL-LEFT-TO-RIGHT
R127-RXN,,11.311878,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02141'>R02141</a>,LEFT-TO-RIGHT
PROPANEDIOL-DEHYDRATASE-RXN,EC-4.2.1.28,-9.167007,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02376'>R02376</a>,LEFT-TO-RIGHT
RXN-11373,,-58.702263,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08469'>R08469</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15287,EC-6.1.2.2,-32.458862,,PHYSIOL-LEFT-TO-RIGHT
RXN-14459,EC-5.1.1.19,0,,REVERSIBLE
RXN-13046,EC-3.1.3,-2.8029785,,PHYSIOL-LEFT-TO-RIGHT
RXN0-2044,EC-1.1.1.35,1.0817261,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06941'>R06941</a>,REVERSIBLE
RXN-12095,|EC-1.1.1.dp|,1.0817871,,PHYSIOL-LEFT-TO-RIGHT
RXN-14245,EC-1.5.1.34,-29.649323,,
RXN-712,EC-1.1,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07466'>R07466</a>,RIGHT-TO-LEFT
RXN-17277,EC-2.1.1.M13,,,LEFT-TO-RIGHT
1.5.1.35-RXN,EC-1.2.1,-11.764191,,
RXN-4661,EC-1.5.99,23.280441,,LEFT-TO-RIGHT
RXN-12918,EC-1.14.13.188,-91.88049,,PHYSIOL-LEFT-TO-RIGHT
RXN-14883,,-0.5200043,,REVERSIBLE
RXN-17042,EC-3.1.1,-4.2871437,,LEFT-TO-RIGHT
RXN-15739,EC-2.5.1,-20.23999,,LEFT-TO-RIGHT
RXN-10129,EC-1.14.13.7,-93.66052,,PHYSIOL-LEFT-TO-RIGHT
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN,EC-1.14.13.24,-93.14877,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02589'>R02589</a>,PHYSIOL-LEFT-TO-RIGHT
GARTRANSFORMYL2-RXN,EC-2.1.2,-8.969971,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06974'>R06974</a>,LEFT-TO-RIGHT
4.1.2.23-RXN,EC-4.1.2.23,2.6699982,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01576'>R01576</a>,
RXN1-42,EC-2.3.1,7.0132446,,LEFT-TO-RIGHT
RXN-9194,EC-3.1.1,-4.287079,,PHYSIOL-LEFT-TO-RIGHT
2.4.99.3-RXN,EC-2.4.99,-156.19208,,
RXN0-5040,EC-3.5.1,0.16110992,,LEFT-TO-RIGHT
RXN-13397,EC-1.14.13.121,-203.45801,,PHYSIOL-LEFT-TO-RIGHT
RXN-17695,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8955,EC-1.1.1.356,-10.649353,,RIGHT-TO-LEFT
RXN-7597,EC-3.2.2.25,-0.7330017,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07918'>R07918</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16103,EC-2.3.1,-306.34363,,REVERSIBLE
N-ACYLNEURAMINATE-9-PHOSPHATASE-RXN,EC-3.1.3.29,-1.8058472,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02597'>R02597</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17503,EC-1.14.13.M20,,,
RXN-10617,EC-2.4.1.17,7.8,,LEFT-TO-RIGHT
RXN-13856,EC-1.13.11.73,-119.70412,,PHYSIOL-LEFT-TO-RIGHT
RXN-11849,EC-1.14.13.182,-93.1488,,PHYSIOL-LEFT-TO-RIGHT
RXN3O-227,EC-1.14.19.41,-91.567505,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07506'>R07506</a>,PHYSIOL-LEFT-TO-RIGHT
ADP-RIBOSYLARGININE-HYDROLASE-RXN,EC-3.2.2.19,200.6301,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07626'>R07626</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9736,EC-2.1.1.269,27.906353,,PHYSIOL-RIGHT-TO-LEFT
LEUCINE-N-ACETYLTRANSFERASE-RXN,EC-2.3.1.66,-6.584137,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01089'>R01089</a>,
RXN-13508,EC-1.14.13,-285.59863,,PHYSIOL-LEFT-TO-RIGHT
RXN-8046,EC-4.2.3.24,-43.149994,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07630'>R07630</a>,PHYSIOL-LEFT-TO-RIGHT
ZEATIN-REDUCTASE-RXN,EC-1.3.1.69,13.613495,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05702'>R05702</a>,
RXN-11066,,-3.847107,,LEFT-TO-RIGHT
RXN-16574,,-20.447098,,LEFT-TO-RIGHT
R222-RXN,EC-1.2.1.3,-13.105331,,LEFT-TO-RIGHT
RXN-9439,,-15.231995,,LEFT-TO-RIGHT
RXN-16211,EC-2.1.1,-13.150009,,PHYSIOL-LEFT-TO-RIGHT
RXN-10963,EC-3.6.1.52,-1.8200684,,
RXN-15321,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
RXN-14693,,2.3200073,,REVERSIBLE
RXN-13957,EC-2.5.1,-141.38446,,LEFT-TO-RIGHT
CREATININE-DEAMINASE-RXN,EC-3.5.4.21,-8.772991,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02922'>R02922</a>,LEFT-TO-RIGHT
RXN-13094,EC-6.2.1,-1.2218018,,PHYSIOL-LEFT-TO-RIGHT
RXN-12338,EC-4.2.1.128,124.213,,IRREVERSIBLE-RIGHT-TO-LEFT
1.1.1.260-RXN,EC-1.1.1.260,1.0818024,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05678'>R05678</a>,
RXNQT-4341,,-63.24408,,PHYSIOL-LEFT-TO-RIGHT
RXN-4821,EC-3.5.99,29.685226,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04336'>R04336</a>,REVERSIBLE
RXN-8952,,,,LEFT-TO-RIGHT
RXN-8206,EC-2.3.1.171,-1.7376709,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07938'>R07938</a>,LEFT-TO-RIGHT
RXN-8538,EC-1.14.13,-115.27461,,PHYSIOL-LEFT-TO-RIGHT
RXN-15776,EC-3.1.1.97,31.900368,,LEFT-TO-RIGHT
RXN-17500,EC-3.7.1.M2,,,LEFT-TO-RIGHT
RXN-16727,EC-3.5.1,264.72202,,
RXN-11409,,-118.30707,,LEFT-TO-RIGHT
4.2.2.21-RXN,EC-4.2.2.21,-261.79697,,LEFT-TO-RIGHT
RXN-11842,EC-5.4.99.28,-13.899963,,LEFT-TO-RIGHT
DCYSDESULF-RXN,EC-4.4.1.15,0.9328728,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01874'>R01874</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-5183,EC-3.2.1.20,-3.113037,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05196'>R05196</a>,PHYSIOL-LEFT-TO-RIGHT
LCYSDESULF-RXN,EC-4.4.1.1 // EC-4.4.1.28,-1.2471275,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00782'>R00782</a>,PHYSIOL-LEFT-TO-RIGHT
STERYL-BETA-GLUCOSIDASE-RXN,EC-3.2.1.104,-3.1130066,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01460'>R01460</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14281,EC-3.2.1.20,-3.112976,,PHYSIOL-LEFT-TO-RIGHT
RXN-7650,EC-1.14.13,-122.2406,,PHYSIOL-LEFT-TO-RIGHT
XYLULOKIN-RXN,EC-2.7.1.17,-14.815857,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01639'>R01639</a>,LEFT-TO-RIGHT
1.97.1.8-RXN,EC-1.97.1.8,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05753'>R05753</a>,RIGHT-TO-LEFT
RXN-10651,,,,LEFT-TO-RIGHT
RXN-865,EC-1.3.8.3,15.859741,,LEFT-TO-RIGHT
RXN-9436,EC-3.1.1.83,-11.26712,,PHYSIOL-LEFT-TO-RIGHT
