ID,NAME,REACTION,EC,GPR,LOWER.BOUND,UPPER.BOUND,OBJECTIVE,COMPARTMENT,SUBSYSTEM
R04944,O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase;,L-Selenocysteine[c] + O-Phosphorylhomoserine[c] => Orthophosphate[c] + L-Selenocystathionine[c],2.5.1.48,( 102577457 and 102577796 and 102601571 ),0,1000,NA,c,Selenocompound metabolism
R04946,O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase;,O-Succinyl-L-homoserine[c] + L-Selenocysteine[c] <=> Succinate[c] + L-Selenocystathionine[c],2.5.1.48,( 102577457 and 102577796 and 102601571 ),-1000,1000,NA,c,Selenocompound metabolism
R09372,methaneselenol:NADP+ oxidoreductase,2 NADPH[c] + 2 H+[c] + Methylselenic acid[c] => 2 H2O[c] + 2 NADP+[c] + Methaneselenol[c],1.8.1.9,( 102598915 and 102599463 and 102601160 and 102585390 ),0,1000,NA,c,Selenocompound metabolism
R09373,L-methionine:methylselenopyruvate aminotransferase,4-Methylthio-2-oxobutanoic acid[c] + Se-Methyl-L-selenocysteine[c] => L-Methionine[c] + Methylselenopyruvate[c],2.6.1.-,NA,0,1000,NA,c,Selenocompound metabolism
R03599,L-selenocysteine selenide-lyase (L-alanine-forming),L-Selenocysteine[c] + Reduced acceptor[c] => Hydrogen selenide[c] + L-Alanine[c] + Acceptor[c],4.4.1.16,( 102588991 ),0,1000,NA,c,Selenocompound metabolism
R01281,Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),L-Serine[c] + Palmitoyl-CoA[c] => CoA[c] + CO2[c] + 3-Dehydrosphinganine[c],2.3.1.50,( 102598572 and 102594988 and 102580157 and 102597761 ),0,1000,NA,c,Sphingolipid metabolism
R01494,N-Acylsphingosine amidohydrolase,H2O[c] + N-Acylsphingosine[c] => Fatty acid[c] + Sphingosine[c],3.5.1.23,( 102606157 ),0,1000,NA,c,Sphingolipid metabolism
R01495,ATP:ceramide 1-phosphotransferase,ATP[c] + N-Acylsphingosine[c] => ADP[c] + Ceramide 1-phosphate[c],2.7.1.138,( 102583597 ),0,1000,NA,c,Sphingolipid metabolism
R01926,ATP:sphingosine 1-phosphotransferase;,ATP[c] + Sphingosine[c] => ADP[c] + Sphingosine 1-phosphate[c],2.7.1.91,( 102590865 and 102581165 ),0,1000,NA,c,Sphingolipid metabolism
R02464,Sphinganine-1-phosphate pamlmitaldehyde-lyase,Sphinganine 1-phosphate[c] => Ethanolamine phosphate[c] + Hexadecanal[c],4.1.2.27,NA,0,1000,NA,c,Sphingolipid metabolism
R02976,ATP:sphinganine 1-phosphotransferase,ATP[c] + Sphinganine[c] => ADP[c] + Sphinganine 1-phosphate[c],2.7.1.91,( 102590865 and 102581165 ),0,1000,NA,c,Sphingolipid metabolism
R02978,Sphinganine:NADP+ 3-oxidoreductase,NADPH[c] + H+[c] + 3-Dehydrosphinganine[c] => NADP+[c] + Sphinganine[c],1.1.1.102,( 102603207 and 102600214 ),0,1000,NA,c,Sphingolipid metabolism
R03355,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase",beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide[c] + H2O[c] => beta-D-Glucosyl-(1<->1)-ceramide[c] + D-Galactose[c],3.2.1.23,( 102585159 ) or ( 102586853 ),0,1000,NA,c,Sphingolipid metabolism
R01498,D-Glucosyl-N-acylsphingosine glucohydrolase,beta-D-Glucosyl-(1<->1)-ceramide[c] + H2O[c] => D-Glucose[c] + N-Acylsphingosine[c],3.2.1.45,( 102589075 and 102582522 and 102584095 ),0,1000,NA,c,Sphingolipid metabolism
R01500,UDP-alpha-D-galactose:N-acylsphingosine D-galactosyltransferase,UDP-alpha-D-galactose[c] + N-Acylsphingosine[c] => UDP[c] + Galactosylceramide[c],2.4.1.45††††††††2.4.1.47,NA,0,1000,NA,c,Sphingolipid metabolism
R04016,,Galactosylceramide[c] + UDP-alpha-D-galactose[c] => Digalactosylceramide[c] + UDP[c],2.4.1.-,NA,0,1000,NA,c,Sphingolipid metabolism
R04019,Digalactosylceramide galactohydrolase,H2O[c] + Digalactosylceramide[c] => D-Galactose[c] + Galactosylceramide[c],3.2.1.22,( 102582623 and 102601840 and 102601663 ),0,1000,NA,c,Sphingolipid metabolism
R06516,sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming),Sphingosine 1-phosphate[c] => Ethanolamine phosphate[c] + Hexadecenal[c],4.1.2.27        4.1.2.-,NA,0,1000,NA,c,Sphingolipid metabolism
R06518,N-acylsphingosine amidohydrolase,H2O[c] + Dihydroceramide[c] => Fatty acid[c] + Sphinganine[c],3.5.1.23,( 102581485 and 102582721 ),0,1000,NA,c,Sphingolipid metabolism
R06517,acyl-CoA:sphingosine N-acyltransferase,Acyl-CoA[c] + Sphinganine[c] => CoA[c] + Dihydroceramide[c],2.3.1.24,( 102598384 and 102604704 and 102595512 and 102597726 ),0,1000,NA,c,Sphingolipid metabolism
R06519,,Oxygen[c] + Reduced acceptor[c] + Dihydroceramide[c] => 2 H2O[c] + Acceptor[c] + N-Acylsphingosine[c],1.14.-.-,( 102583804 ),0,1000,NA,c,Sphingolipid metabolism
R01496,acyl-CoA:sphingosine N-acyltransferase,Acyl-CoA[c] + Sphingosine[c] => CoA[c] + N-Acylsphingosine[c],2.3.1.24,( 102598384 and 102604704 and 102595512 and 102597726 ),0,1000,NA,c,Sphingolipid metabolism
R06525,"Sphinganine, NADPH: oxygen oxidoreductase (4-hydroxylating)",NADPH[c] + Oxygen[c] + H+[c] + Sphinganine[c] => H2O[c] + NADP+[c] + Phytosphingosine[c],1.14.13.169,( 102602428 and 102606075 and 102583924 and 102594844 and 102605411 ),0,1000,NA,c,Sphingolipid metabolism
R06526,"Dihydroceramide, NADPH: oxygen oxidoreductase (4-hydroxylating)",NADPH[c] + Oxygen[c] + H+[c] + Dihydroceramide[c] => H2O[c] + NADP+[c] + Phytoceramide[c],,( 102602428 and 102606075 and 102583924 and 102594844 and 102605411 ),0,1000,NA,c,Sphingolipid metabolism
R06528,Phytoceramide amidohydrolase,H2O[c] + Phytoceramide[c] => Fatty acid[c] + Phytosphingosine[c],3.5.1.23,NA,0,1000,NA,c,Sphingolipid metabolism
R00837,"alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase","H2O[c] + alpha,alpha'-Trehalose 6-phosphate[c] => D-Glucose[c] + D-Glucose 6-phosphate[c]",3.2.1.93        3.2.1.122,NA,0,1000,NA,c,Starch and sucrose metabolism
R02737,UDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,"UDP-glucose[c] + alpha-D-Glucose 6-phosphate[c] => UDP[c] + alpha,alpha'-Trehalose 6-phosphate[c]",2.4.1.15,( 102605988 and 102585196 and 102578346 and 102586120 and 102588468 and 102597579 and 102580076 and 102597825 and 102586734 and 102583599 and 107058011 ),0,1000,NA,c,Starch and sucrose metabolism
R02778,Trehalose-6-phosphate phosphohydrolase,"alpha,alpha'-Trehalose 6-phosphate[c] + H2O[c] => alpha,alpha-Trehalose[c] + Orthophosphate[c]",3.1.3.12,( 102592898 and 102602183 and 102598822 and 102580818 and 102580140 and 102584086 and 102602255 and 102591031 and 102580647 ) or ( 102605988 and 102585196 and 102578346 and 102586120 and 102588468 and 102597579 and 102580076 and 102597825 and 102586734 and 102583599 and 107058011 ),0,1000,NA,c,Starch and sucrose metabolism
R00010,"alpha,alpha-trehalose glucohydrolase","H2O[c] + alpha,alpha-Trehalose[c] => 2 D-Glucose[c]",3.2.1.28,( 102579182 ),0,1000,NA,c,Starch and sucrose metabolism
R02889,"UDPglucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase",UDP-glucose[c] => UDP[c] + Cellulose[c],2.4.1.12,NA,0,1000,NA,c,Starch and sucrose metabolism
R02886,"1,4-(1,3;1,4)-beta-D-glucan 4-glucanohydrolase",Cellulose[c] + H2O[c] => Cellobiose[c],3.2.1.4,( 102589466 and 102579821 ),0,1000,NA,c,Starch and sucrose metabolism
R00026,cellobiose glucohydrolase,H2O[c] + Cellobiose[c] => 2 beta-D-Glucose[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),0,1000,NA,c,Starch and sucrose metabolism
R02887,"1,4-beta-D-Glucan glucohydrolase",Cellulose[c] + H2O[c] => beta-D-Glucose[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),0,1000,NA,c,Starch and sucrose metabolism
R00028,maltose glucohydrolase,H2O[c] + Maltose[c] => 2 alpha-D-Glucose[c],3.2.1.20,( 102597879 and 102581005 ),0,1000,NA,c,Starch and sucrose metabolism
R05196,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",Maltose[c] => Amylose[c] + alpha-D-Glucose[c],2.4.1.25,( 102595076 and 102577807 ),0,1000,NA,c,Starch and sucrose metabolism
R00806,UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase,UDP-glucose[c] + D-Fructose[c] => UDP[c] + Sucrose[c],2.4.1.13,( 102577594 and 102588355 and 102582945 and 102577575 and 102586510 and 102577712 ),0,1000,NA,c,Starch and sucrose metabolism
R00802,sucrose alpha-glucohydrolase,H2O[c] + Sucrose[c] => alpha-D-Glucose[c] + beta-D-Fructose[c],3.2.1.20        3.2.1.26        3.2.1.48,( 102597879 and 102581005 ) or ( 102591602 and 102604560 and 102604100 and 102577489 and 102604230 and 102581558 and 102595603 and 102595942 and 102594044 and 102584355 and 102603762 ),0,1000,NA,c,Starch and sucrose metabolism
R01384,UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming),UDP-glucuronate[c] => CO2[c] + UDP-D-xylose[c],4.1.1.35,( 102592210 and 102596897 and 102586819 and 102589759 and 102593324 and 102595776 and 102598343 and 102606064 and 102592280 ) or ( 102577867 and 102597534 and 102587281 ),0,1000,NA,c,Starch and sucrose metabolism
R05191,"UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase",UDP-D-galacturonate[c] => UDP[c] + Pectin[c],2.4.1.43,( 102579048 and 102594635 and 102585022 and 102585279 and 102604438 and 102604930 and 102582368 and 102593929 and 102603568 and 102591597 and 102590887 and 102590427 and 102602542 and 102595127 and 102598358 and 102597313 and 102606291 ),0,1000,NA,c,Starch and sucrose metabolism
R02362,Pectin pectylhydrolase,Pectin[c] + H2O[c] => Methanol[c] + Pectate[c],3.1.1.11,( 102583978 and 102604662 and 102598330 and 102597806 and 102587467 and 102605006 and 102586456 and 102586789 and 102591941 and 102594536 and 102594858 and 102585483 and 102598671 and 102586602 and 102586939 and 102584217 and 102598909 and 102599557 and 102590504 and 102590854 and 102592413 and 102588169 and 102594758 and 102577480 and 102603846 and 102604086 and 102591905 and 102578401 and 102600515 and 102577669 and 102598327 and 102592077 and 102591741 and 102596439 and 102599982 and 102588428 and 102594280 and 102582069 and 102600147 and 102606045 and 102593166 and 102584513 and 102586493 and 102586825 and 107058412 and 107060911 and 107057672 and 107057781 and 102587167 and 107061018 ),0,1000,NA,c,Starch and sucrose metabolism
R01982,"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase",Pectate[c] + H2O[c] => D-Galacturonate[c],3.2.1.15††††††††3.2.1.67,( 102598444 and 102582315 and 102585640 and 102585301 and 102591025 and 102598783 and 102582654 and 107059396 and 102596904 and 102597224 and 102582988 and 102591686 and 102592358 and 102604993 ) or ( 102588500 and 102600709 and 107057734 and 102590850 and 102581953 and 102588756 and 102578221 and 102603501 and 107063101 and 107059089 and 107060882 ),0,1000,NA,c,Starch and sucrose metabolism
R03526,UDP-glucose:beta-D-glucosyltransferase (acceptor-unspecific),UDP-glucose[c] + ROH[c] => UDP[c] + D-Glucoside[c],2.4.1.35,NA,0,1000,NA,c,Starch and sucrose metabolism
R03527,D-Glucoside glucohydrolase,H2O[c] + D-Glucoside[c] => alpha-D-Glucose[c] + ROH[c],3.2.1.21,( 102597190 and 102601570 and 102606299 and 102603190 and 102587220 and 102585327 and 102602430 and 102593844 and 102588295 and 102580126 ) or ( 102583088 and 102587222 and 102592848 and 102586879 and 102586545 and 102599864 and 102584844 and 102593436 and 102602599 and 102593011 ) or ( 102588353 and 102588686 and 102579818 and 102605187 and 102604517 and 102584301 and 102589015 and 102582742 and 107060801 and 102582394 and 102591084 ),0,1000,NA,c,Starch and sucrose metabolism
R03921,Sucrose 6-phosphate fructohydrolase,H2O[c] + Sucrose 6-phosphate[c] <=> alpha-D-Glucose 6-phosphate[c] + beta-D-Fructose[c],3.2.1.26,( 102591602 and 102604560 and 102604100 and 102577489 and 102604230 and 102581558 and 102595603 and 102595942 and 102594044 and 102584355 and 102603762 ),0,1000,NA,c,Starch and sucrose metabolism
R02421,"ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase",ADP-glucose[c] => ADP[c] + Amylose[c],2.4.1.21,( 102583115 and 102600045 and 102579881 ),0,1000,NA,c,Starch and sucrose metabolism
R00951,ADP-glucose glucose-1-phosphohydrolase,ADP-glucose[c] + H2O[c] => AMP[c] + D-Glucose 1-phosphate[c],3.6.1.21,( 102598696 ),0,1000,NA,c,Starch and sucrose metabolism
R02110,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase",Amylose[c] => Starch[c],2.4.1.18,( 102596498 and 102590711 and 102603708 ),0,1000,NA,c,Starch and sucrose metabolism
R02111,"1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase",Starch[c] + Orthophosphate[c] => Amylose[c] + D-Glucose 1-phosphate[c],2.4.1.1,( 102603391 and 102577532 and 102596766 and 102578187 ),0,1000,NA,c,Starch and sucrose metabolism
R02112,"1,4-alpha-D-Glucan maltohydrolase",Starch[c] => Maltodextrin[c] + Maltose[c],3.2.1.2,( 102584887 and 102594291 and 102577806 and 102598794 and 102593066 ),0,1000,NA,c,Starch and sucrose metabolism
R02108,"1,4-alpha-D-Glucan glucanohydrolase",Starch[c] + H2O[c] => Dextrin[c],3.2.1.1,( 102598863 and 102577485 and 102582328 ),0,1000,NA,c,Starch and sucrose metabolism
R00702,Farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase,"2 trans,trans-Farnesyl diphosphate[c] => 2 Diphosphate[c] + Presqualene diphosphate[c]",2.5.1.21,( 102581159 and 102582345 and 102582647 and 102580869 ),0,1000,NA,c,Steroid biosynthesis
R01451,Cholesterol:NAD+ delta7-oxidoreductase,NADH[c] + H+[c] + 7-Dehydrocholesterol[c] <=> NAD+[c] + Cholesterol[c],1.3.1.21,( 102589505 and 102604909 ),-1000,1000,NA,c,Steroid biosynthesis
R02872,Presqualene diphosphate:farnesyl-diphosphate farnesyltransferase,NADPH[c] + H+[c] + Presqualene diphosphate[c] => NADP+[c] + Diphosphate[c] + Squalene[c],2.5.1.21,( 102581159 and 102582345 and 102582647 and 102580869 ),0,1000,NA,c,Steroid biosynthesis
R03310,"5alpha-cholest-7-en-3beta-ol, NADH:oxygen 5-oxidoreductase",NADH[c] + Oxygen[c] + H+[c] + Lathosterol[c] => 2 H2O[c] + NAD+[c] + 7-Dehydrocholesterol[c],1.14.21.6,NA,0,1000,NA,c,Steroid biosynthesis
R03353,5alpha-Cholest-7-en-3beta-ol delta7-delta8-isomerase,5alpha-Cholest-8-en-3beta-ol[c] <=> Lathosterol[c],5.3.3.5,( 102577874 ),-1000,1000,NA,c,Steroid biosynthesis
R03775,Cycloeucalenol lyase (cyclopropane-decyclizing),Cycloeucalenol[c] => Obtusifoliol[c],5.5.1.9,( 102603067 ),0,1000,NA,c,Steroid biosynthesis
R04427,S-Adenosyl-L-methionine:zymosterol C-methyltransferase,S-Adenosyl-L-methionine[c] + Zymosterol[c] => S-Adenosyl-L-homocysteine[c] + Fecosterol[c],2.1.1.41,( 102581721 and 102589132 ),0,1000,NA,c,Steroid biosynthesis
R04804,"delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase","Zymosterol[c] => 5alpha-Cholesta-7,24-dien-3beta-ol[c]",5.3.3.5,( 102577874 ),0,1000,NA,c,Steroid biosynthesis
R05639,"4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase","NADPH[c] + H+[c] + 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] => NADP+[c] + 14-Demethyllanosterol[c]",1.3.1.70,( 102595277 ),0,1000,NA,c,Steroid biosynthesis
R05640,"Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)","3 NADPH[c] + 3 Oxygen[c] + 3 H+[c] + Lanosterol[c] => 4 H2O[c] + 3 NADP+[c] + Formate[c] + 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c]",1.14.13.70,( 102601151 ),0,1000,NA,c,Steroid biosynthesis
R05731,"sterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)","3 NADPH[c] + 3 Oxygen[c] + 3 H+[c] + Obtusifoliol[c] => 4 H2O[c] + 3 NADP+[c] + Formate[c] + 4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol[c]",1.14.13.70,( 102601151 ),0,1000,NA,c,Steroid biosynthesis
R05776,S-adenosyl-L-methionine:24-methylenelophenol C-methyltransferase,S-Adenosyl-L-methionine[c] + 24-Methylenelophenol[c] => S-Adenosyl-L-homocysteine[c] + 24-Ethylidenelophenol[c],2.1.1.143,( 102596628 and 102589166 and 102583931 ),0,1000,NA,c,Steroid biosynthesis
R02874,"squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)","Squalene[c] + Oxygen[c] + NADPH[c] + H+[c] => (S)-2,3-Epoxysqualene[c] + NADP+[c] + H2O[c]",1.14.13.132,( 102585235 and 102579136 ),0,1000,NA,c,Steroid biosynthesis
R03200,"(S)-2,3-Epoxysqualene mutase (cyclizing, cycloartenol-forming)","(S)-2,3-Epoxysqualene[c] => Cycloartenol[c]",5.4.99.8,( 102583547 and 102581012 and 102602455 and 102594718 ),0,1000,NA,c,Steroid biosynthesis
R07481,,S-Adenosyl-L-methionine[c] + Cycloartenol[c] => S-Adenosyl-L-homocysteine[c] + 24-Methylenecycloartanol[c],2.1.1.41,( 102581721 and 102589132 ),0,1000,NA,c,Steroid biosynthesis
R07482,,24-Methylenecycloartanol[c] => Cycloeucalenol[c],1.14.13.72,( 102605717 and 102606141 ),0,1000,NA,c,Steroid biosynthesis
R07483,,"NADPH[c] + H+[c] + 4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol[c] => NADP+[c] + 4alpha-Methylfecosterol[c]",1.3.1.70,( 102595277 ),0,1000,NA,c,Steroid biosynthesis
R07484,,4alpha-Methylfecosterol[c] => 24-Methylenelophenol[c],5.3.3.5,( 102577874 ),0,1000,NA,c,Steroid biosynthesis
R07485,,24-Ethylidenelophenol[c] => delta7-Avenasterol[c],1.14.13.72,( 102602168 and 102589817 ),0,1000,NA,c,Steroid biosynthesis
R07486,,delta7-Avenasterol[c] => 5-Dehydroavenasterol[c],1.14.21.6,( 102602151 and 102587419 and 102594482 ),0,1000,NA,c,Steroid biosynthesis
R07487,,5-Dehydroavenasterol[c] => Isofucosterol[c],1.3.1.21,( 102589505 and 102604909 ),0,1000,NA,c,Steroid biosynthesis
R07488,,Isofucosterol[c] + NADPH[c] + H+[c] => beta-Sitosterol[c] + NADP+[c],1.3.1.72,( 102584296 and 102604696 ),0,1000,NA,c,Steroid biosynthesis
R07489,,beta-Sitosterol[c] => Stigmasterol[c],,( 102581211 ),0,1000,NA,c,Steroid biosynthesis
R07490,,24-Methylenelophenol[c] => Episterol[c],1.14.13.72,( 102602168 and 102589817 ),0,1000,NA,c,Steroid biosynthesis
R07491,,Episterol[c] => 5-Dehydroepisterol[c],1.14.21.6,( 102602151 and 102587419 and 102594482 ),0,1000,NA,c,Steroid biosynthesis
R07492,,5-Dehydroepisterol[c] => 24-Methylenecholesterol[c],1.3.1.21,( 102589505 and 102604909 ),0,1000,NA,c,Steroid biosynthesis
R07493,,24-Methylenecholesterol[c] + NADPH[c] + H+[c] => Campesterol[c] + NADP+[c],1.3.1.72,( 102584296 and 102604696 ),0,1000,NA,c,Steroid biosynthesis
R07494,,NADP+[c] + 4alpha-Methylzymosterol-4-carboxylate[c] => NADPH[c] + CO2[c] + H+[c] + 3-Keto-4-methylzymosterol[c],1.1.1.170,( 102587792 and 102598251 and 102596460 ),0,1000,NA,c,Steroid biosynthesis
R07506,,"NADP+[c] + 5,7,24(28)-Ergostatrienol[c] => NADPH[c] + H+[c] + Ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]",,NA,0,1000,NA,c,Steroid biosynthesis
R00533,Sulfite:oxygen oxidoreductase,H2O[c] + Oxygen[c] + Sulfite[c] => Hydrogen peroxide[c] + Sulfate[c],1.8.3.1,( 102604225 ),0,1000,NA,c,Sulfur metabolism
R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)","3'-Phosphoadenylyl sulfate[c] + Thioredoxin[c] => Adenosine 3',5'-bisphosphate[c] + Sulfite[c] + Thioredoxin disulfide[c]",1.8.4.8,NA,0,1000,NA,c,Sulfur metabolism
R02508,,L-Cysteine[c] + O-Succinyl-L-homoserine[c] <=> Succinate[c] + L-Cystathionine[c],2.5.1.48,( 102577457 and 102577796 and 102601571 ),-1000,1000,NA,c,Sulfur metabolism
R01931,thiosulfate:cyanide sulfurtranserase,Cyanide[c] + Thiosulfate[c] => Sulfite[c] + Thiocyanate[c],2.8.1.1,( 102606407 and 102588680 ),0,1000,NA,c,Sulfur metabolism
R05717,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)",AMP[c] + Sulfite[c] + Glutathione disulfide[c] => Adenylyl sulfate[c] + 2 Glutathione[c],1.8.4.9,( 102600029 and 102579112 and 102587128 ),0,1000,NA,c,Sulfur metabolism
R00781,Sulfur:oxygen oxidoreductase,Sulfur[c] + Oxygen[c] + H2O[c] => Sulfite[c],1.13.11.18,NA,0,1000,NA,c,Sulfur metabolism
R01360,(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming),(S)-3-Hydroxy-3-methylglutaryl-CoA[c] <=> Acetyl-CoA[c] + Acetoacetate[c],4.1.3.4,( 102604357 and 102600078 and 102578164 ),0,1000,NA,c,Synthesis and degradation of ketone bodies
R01978,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",H2O[c] + Acetyl-CoA[c] + Acetoacetyl-CoA[c] => CoA[c] + (S)-3-Hydroxy-3-methylglutaryl-CoA[c],2.3.3.10,( 102601874 and 102597613 and 102584775 ),0,1000,NA,c,Synthesis and degradation of ketone bodies
R01687,(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase,Taurine[c] + (5-L-Glutamyl)-peptide[c] => Peptide[c] + 5-L-Glutamyl-taurine[c],2.3.2.2,( 102581214 and 102597338 ),0,1000,NA,c,Taurine and hypotaurine metabolism
R02082,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating),(S)-3-Hydroxy-3-methylglutaryl-CoA[c] + 2 NADPH[c] + 2 H+[c] => (R)-Mevalonate[c] + CoA[c] + 2 NADP+[c],1.1.1.34,( 102585007 and 102577899 and 102599791 and 102577467 and 102577889 and 102577654 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R01121,ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming);,ATP[c] + (R)-5-Diphosphomevalonate[c] => ADP[c] + Orthophosphate[c] + CO2[c] + Isopentenyl diphosphate[c],4.1.1.33,( 102604354 and 102581346 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R10859,(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized flavodoxin oxidoreductase,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate[c] + Reduced flavodoxin[c] => 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c] + H2O[c] + Oxidized flavodoxin[c]",1.17.7.3,( 102591285 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R08689,(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating),"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate[c] + 2 Reduced ferredoxin[c] => 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c] + H2O[c] + 2 Oxidized ferredoxin[c]",1.17.7.1,( 102591285 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05884,isopentenyl-diphosphate:NAD(P)+ oxidoreductase,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c] + NADPH[c] + H+[c] => Isopentenyl diphosphate[c] + NADP+[c] + H2O[c],1.17.1.2,( 102592556 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R08210,,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[c] + NADH[c] + H+[c] => Dimethylallyl diphosphate[c] + NAD+[c] + H2O[c],1.17.1.2,( 102592556 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R01658,Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase,Isopentenyl diphosphate[c] + Dimethylallyl diphosphate[c] => Diphosphate[c] + Geranyl diphosphate[c],2.5.1.1,( 102599350 and 102605652 and 102578229 ) or ( 102587251 and 102589012 and 102598437 and 102580697 and 102580033 and 102580359 and 107060335 ) or ( 102588989 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R02003,Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase,"Isopentenyl diphosphate[c] + Geranyl diphosphate[c] => Diphosphate[c] + trans,trans-Farnesyl diphosphate[c]",2.5.1.10,( 102599350 and 102605652 and 102578229 ) or ( 102587251 and 102589012 and 102598437 and 102580697 and 102580033 and 102580359 and 107060335 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R05556,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 10-55 isopentenyl units)","trans,trans-Farnesyl diphosphate[c] + Isopentenyl diphosphate[c] => Dehydrodolichol diphosphate[c] + Diphosphate[c]",2.5.1.87,( 102581796 and 102596985 and 102601739 and 102581136 and 102581469 and 102588038 and 102584404 and 102587829 and 102595200 and 102597403 and 102592976 and 102582972 and 102590420 ),0,1000,NA,c,Terpenoid backbone biosynthesis
R08375,,Dehydrodolichol diphosphate[c] => Dolichyl diphosphate[c],,NA,0,1000,NA,c,Terpenoid backbone biosynthesis
R09844,farnesyl-diphosphate:protein-cysteine farnesyltransferase,"trans,trans-Farnesyl diphosphate[c] + Protein-cysteine[c] => S-Farnesyl protein[c] + Diphosphate[c]",2.5.1.58,( 102589815 ) or ( 102593792 ),0,1000,NA,c,Terpenoid backbone biosynthesis
